Адр,МК,IP,CR,AR,DR,SP,BR,AC,PS,NZVCСчМК
7B,80C4014002,1C4,0000,1C3,0000,000,01C3,FFFF,008,1000C4
C4,80DE801040,1C4,0000,1C3,0000,000,01C3,FFFF,008,1000DE
DE,4000000000,1C4,0000,1C3,0000,000,01C3,FFFF,008,1000DF
DF,8001101040,1C4,0000,1C3,0000,000,01C3,FFFF,008,100001
01,00A0009004,1C4,0000,1C4,0000,000,01C4,FFFF,008,100002
02,0104009420,1C5,0000,1C4,0000,000,01C4,FFFF,008,100003
03,0002009001,1C5,0000,1C4,0000,000,01C4,FFFF,008,100004
04,8109804002,1C5,0000,1C4,0000,000,01C4,FFFF,008,100005
05,810C404002,1C5,0000,1C4,0000,000,01C4,FFFF,008,100006
06,810C204002,1C5,0000,1C4,0000,000,01C4,FFFF,008,100007
07,8078104002,1C5,0000,1C4,0000,000,01C4,FFFF,008,100078
78,81A4084002,1C5,0000,1C4,0000,000,01C4,FFFF,008,100079
79,8189044002,1C5,0000,1C4,0000,000,01C4,FFFF,008,10007A
7A,817D024002,1C5,0000,1C4,0000,000,01C4,FFFF,008,10007B
7B,80C4014002,1C5,0000,1C4,0000,000,01C4,FFFF,008,1000C4
C4,80DE801040,1C5,0000,1C4,0000,000,01C4,FFFF,008,1000DE
DE,4000000000,1C5,0000,1C4,0000,000,01C4,FFFF,008,1000DF
DF,8001101040,1C5,0000,1C4,0000,000,01C4,FFFF,008,100001
01,00A0009004,1C5,0000,1C5,0000,000,01C5,FFFF,008,100002
02,0104009420,1C6,0000,1C5,0000,000,01C5,FFFF,008,100003
03,0002009001,1C6,0000,1C5,0000,000,01C5,FFFF,008,100004
04,8109804002,1C6,0000,1C5,0000,000,01C5,FFFF,008,100005
05,810C404002,1C6,0000,1C5,0000,000,01C5,FFFF,008,100006
06,810C204002,1C6,0000,1C5,0000,000,01C5,FFFF,008,100007
07,8078104002,1C6,0000,1C5,0000,000,01C5,FFFF,008,100078
78,81A4084002,1C6,0000,1C5,0000,000,01C5,FFFF,008,100079
79,8189044002,1C6,0000,1C5,0000,000,01C5,FFFF,008,10007A
7A,817D024002,1C6,0000,1C5,0000,000,01C5,FFFF,008,10007B
7B,80C4014002,1C6,0000,1C5,0000,000,01C5,FFFF,008,1000C4
C4,80DE801040,1C6,0000,1C5,0000,000,01C5,FFFF,008,1000DE
DE,4000000000,1C6,0000,1C5,0000,000,01C5,FFFF,008,1000DF
DF,8001101040,1C6,0000,1C5,0000,000,01C5,FFFF,008,100001
01,00A0009004,1C6,0000,1C6,0000,000,01C6,FFFF,008,100002
02,0104009420,1C7,0000,1C6,0000,000,01C6,FFFF,008,100003
03,0002009001,1C7,0000,1C6,0000,000,01C6,FFFF,008,100004
04,8109804002,1C7,0000,1C6,0000,000,01C6,FFFF,008,100005
05,810C404002,1C7,0000,1C6,0000,000,01C6,FFFF,008,100006
06,810C204002,1C7,0000,1C6,0000,000,01C6,FFFF,008,100007
07,8078104002,1C7,0000,1C6,0000,000,01C6,FFFF,008,100078
78,81A4084002,1C7,0000,1C6,0000,000,01C6,FFFF,008,100079
79,8189044002,1C7,0000,1C6,0000,000,01C6,FFFF,008,10007A
7A,817D024002,1C7,0000,1C6,0000,000,01C6,FFFF,008,10007B
7B,80C4014002,1C7,0000,1C6,0000,000,01C6,FFFF,008,1000C4
C4,80DE801040,1C7,0000,1C6,0000,000,01C6,FFFF,008,1000DE
DE,4000000000,1C7,0000,1C6,0000,000,01C6,FFFF,008,1000DF
DF,8001101040,1C7,0000,1C6,0000,000,01C6,FFFF,008,100001
01,00A0009004,1C7,0000,1C7,0000,000,01C7,FFFF,008,100002
02,0104009420,1C8,0000,1C7,0000,000,01C7,FFFF,008,100003
03,0002009001,1C8,0000,1C7,0000,000,01C7,FFFF,008,100004
04,8109804002,1C8,0000,1C7,0000,000,01C7,FFFF,008,100005
05,810C404002,1C8,0000,1C7,0000,000,01C7,FFFF,008,100006
06,810C204002,1C8,0000,1C7,0000,000,01C7,FFFF,008,100007
07,8078104002,1C8,0000,1C7,0000,000,01C7,FFFF,008,100078
78,81A4084002,1C8,0000,1C7,0000,000,01C7,FFFF,008,100079
79,8189044002,1C8,0000,1C7,0000,000,01C7,FFFF,008,10007A
7A,817D024002,1C8,0000,1C7,0000,000,01C7,FFFF,008,10007B
7B,80C4014002,1C8,0000,1C7,0000,000,01C7,FFFF,008,1000C4
C4,80DE801040,1C8,0000,1C7,0000,000,01C7,FFFF,008,1000DE
DE,4000000000,1C8,0000,1C7,0000,000,01C7,FFFF,008,1000DF
DF,8001101040,1C8,0000,1C7,0000,000,01C7,FFFF,008,100001
01,00A0009004,1C8,0000,1C8,0000,000,01C8,FFFF,008,100002
02,0104009420,1C9,0000,1C8,0000,000,01C8,FFFF,008,100003
03,0002009001,1C9,0000,1C8,0000,000,01C8,FFFF,008,100004
04,8109804002,1C9,0000,1C8,0000,000,01C8,FFFF,008,100005
05,810C404002,1C9,0000,1C8,0000,000,01C8,FFFF,008,100006
06,810C204002,1C9,0000,1C8,0000,000,01C8,FFFF,008,100007
07,8078104002,1C9,0000,1C8,0000,000,01C8,FFFF,008,100078
78,81A4084002,1C9,0000,1C8,0000,000,01C8,FFFF,008,100079
79,8189044002,1C9,0000,1C8,0000,000,01C8,FFFF,008,10007A
7A,817D024002,1C9,0000,1C8,0000,000,01C8,FFFF,008,10007B
7B,80C4014002,1C9,0000,1C8,0000,000,01C8,FFFF,008,1000C4
C4,80DE801040,1C9,0000,1C8,0000,000,01C8,FFFF,008,1000DE
DE,4000000000,1C9,0000,1C8,0000,000,01C8,FFFF,008,1000DF
DF,8001101040,1C9,0000,1C8,0000,000,01C8,FFFF,008,100001
01,00A0009004,1C9,0000,1C9,0000,000,01C9,FFFF,008,100002
02,0104009420,1CA,0000,1C9,0000,000,01C9,FFFF,008,100003
03,0002009001,1CA,0000,1C9,0000,000,01C9,FFFF,008,100004
04,8109804002,1CA,0000,1C9,0000,000,01C9,FFFF,008,100005
05,810C404002,1CA,0000,1C9,0000,000,01C9,FFFF,008,100006
06,810C204002,1CA,0000,1C9,0000,000,01C9,FFFF,008,100007
07,8078104002,1CA,0000,1C9,0000,000,01C9,FFFF,008,100078
78,81A4084002,1CA,0000,1C9,0000,000,01C9,FFFF,008,100079
79,8189044002,1CA,0000,1C9,0000,000,01C9,FFFF,008,10007A
7A,817D024002,1CA,0000,1C9,0000,000,01C9,FFFF,008,10007B
7B,80C4014002,1CA,0000,1C9,0000,000,01C9,FFFF,008,1000C4
C4,80DE801040,1CA,0000,1C9,0000,000,01C9,FFFF,008,1000DE
DE,4000000000,1CA,0000,1C9,0000,000,01C9,FFFF,008,1000DF
DF,8001101040,1CA,0000,1C9,0000,000,01C9,FFFF,008,100001
01,00A0009004,1CA,0000,1CA,0000,000,01CA,FFFF,008,100002
02,0104009420,1CB,0000,1CA,0000,000,01CA,FFFF,008,100003
03,0002009001,1CB,0000,1CA,0000,000,01CA,FFFF,008,100004
04,8109804002,1CB,0000,1CA,0000,000,01CA,FFFF,008,100005
05,810C404002,1CB,0000,1CA,0000,000,01CA,FFFF,008,100006
06,810C204002,1CB,0000,1CA,0000,000,01CA,FFFF,008,100007
07,8078104002,1CB,0000,1CA,0000,000,01CA,FFFF,008,100078
78,81A4084002,1CB,0000,1CA,0000,000,01CA,FFFF,008,100079
79,8189044002,1CB,0000,1CA,0000,000,01CA,FFFF,008,10007A
7A,817D024002,1CB,0000,1CA,0000,000,01CA,FFFF,008,10007B
7B,80C4014002,1CB,0000,1CA,0000,000,01CA,FFFF,008,1000C4
C4,80DE801040,1CB,0000,1CA,0000,000,01CA,FFFF,008,1000DE
DE,4000000000,1CB,0000,1CA,0000,000,01CA,FFFF,008,1000DF
DF,8001101040,1CB,0000,1CA,0000,000,01CA,FFFF,008,100001
01,00A0009004,1CB,0000,1CB,0000,000,01CB,FFFF,008,100002
02,0104009420,1CC,0000,1CB,0000,000,01CB,FFFF,008,100003
03,0002009001,1CC,0000,1CB,0000,000,01CB,FFFF,008,100004
04,8109804002,1CC,0000,1CB,0000,000,01CB,FFFF,008,100005
05,810C404002,1CC,0000,1CB,0000,000,01CB,FFFF,008,100006
06,810C204002,1CC,0000,1CB,0000,000,01CB,FFFF,008,100007
07,8078104002,1CC,0000,1CB,0000,000,01CB,FFFF,008,100078
78,81A4084002,1CC,0000,1CB,0000,000,01CB,FFFF,008,100079
79,8189044002,1CC,0000,1CB,0000,000,01CB,FFFF,008,10007A
7A,817D024002,1CC,0000,1CB,0000,000,01CB,FFFF,008,10007B
7B,80C4014002,1CC,0000,1CB,0000,000,01CB,FFFF,008,1000C4
C4,80DE801040,1CC,0000,1CB,0000,000,01CB,FFFF,008,1000DE
DE,4000000000,1CC,0000,1CB,0000,000,01CB,FFFF,008,1000DF
DF,8001101040,1CC,0000,1CB,0000,000,01CB,FFFF,008,100001
01,00A0009004,1CC,0000,1CC,0000,000,01CC,FFFF,008,100002
02,0104009420,1CD,0000,1CC,0000,000,01CC,FFFF,008,100003
03,0002009001,1CD,0000,1CC,0000,000,01CC,FFFF,008,100004
04,8109804002,1CD,0000,1CC,0000,000,01CC,FFFF,008,100005
05,810C404002,1CD,0000,1CC,0000,000,01CC,FFFF,008,100006
06,810C204002,1CD,0000,1CC,0000,000,01CC,FFFF,008,100007
07,8078104002,1CD,0000,1CC,0000,000,01CC,FFFF,008,100078
78,81A4084002,1CD,0000,1CC,0000,000,01CC,FFFF,008,100079
79,8189044002,1CD,0000,1CC,0000,000,01CC,FFFF,008,10007A
7A,817D024002,1CD,0000,1CC,0000,000,01CC,FFFF,008,10007B
7B,80C4014002,1CD,0000,1CC,0000,000,01CC,FFFF,008,1000C4
C4,80DE801040,1CD,0000,1CC,0000,000,01CC,FFFF,008,1000DE
DE,4000000000,1CD,0000,1CC,0000,000,01CC,FFFF,008,1000DF
DF,8001101040,1CD,0000,1CC,0000,000,01CC,FFFF,008,100001
01,00A0009004,1CD,0000,1CD,0000,000,01CD,FFFF,008,100002
02,0104009420,1CE,0000,1CD,0000,000,01CD,FFFF,008,100003
03,0002009001,1CE,0000,1CD,0000,000,01CD,FFFF,008,100004
04,8109804002,1CE,0000,1CD,0000,000,01CD,FFFF,008,100005
05,810C404002,1CE,0000,1CD,0000,000,01CD,FFFF,008,100006
06,810C204002,1CE,0000,1CD,0000,000,01CD,FFFF,008,100007
07,8078104002,1CE,0000,1CD,0000,000,01CD,FFFF,008,100078
78,81A4084002,1CE,0000,1CD,0000,000,01CD,FFFF,008,100079
79,8189044002,1CE,0000,1CD,0000,000,01CD,FFFF,008,10007A
7A,817D024002,1CE,0000,1CD,0000,000,01CD,FFFF,008,10007B
7B,80C4014002,1CE,0000,1CD,0000,000,01CD,FFFF,008,1000C4
C4,80DE801040,1CE,0000,1CD,0000,000,01CD,FFFF,008,1000DE
DE,4000000000,1CE,0000,1CD,0000,000,01CD,FFFF,008,1000DF
DF,8001101040,1CE,0000,1CD,0000,000,01CD,FFFF,008,100001
01,00A0009004,1CE,0000,1CE,0000,000,01CE,FFFF,008,100002
02,0104009420,1CF,0000,1CE,0000,000,01CE,FFFF,008,100003
03,0002009001,1CF,0000,1CE,0000,000,01CE,FFFF,008,100004
04,8109804002,1CF,0000,1CE,0000,000,01CE,FFFF,008,100005
05,810C404002,1CF,0000,1CE,0000,000,01CE,FFFF,008,100006
06,810C204002,1CF,0000,1CE,0000,000,01CE,FFFF,008,100007
07,8078104002,1CF,0000,1CE,0000,000,01CE,FFFF,008,100078
78,81A4084002,1CF,0000,1CE,0000,000,01CE,FFFF,008,100079
79,8189044002,1CF,0000,1CE,0000,000,01CE,FFFF,008,10007A
7A,817D024002,1CF,0000,1CE,0000,000,01CE,FFFF,008,10007B
7B,80C4014002,1CF,0000,1CE,0000,000,01CE,FFFF,008,1000C4
C4,80DE801040,1CF,0000,1CE,0000,000,01CE,FFFF,008,1000DE
DE,4000000000,1CF,0000,1CE,0000,000,01CE,FFFF,008,1000DF
DF,8001101040,1CF,0000,1CE,0000,000,01CE,FFFF,008,100001
01,00A0009004,1CF,0000,1CF,0000,000,01CF,FFFF,008,100002
02,0104009420,1D0,0000,1CF,0000,000,01CF,FFFF,008,100003
03,0002009001,1D0,0000,1CF,0000,000,01CF,FFFF,008,100004
04,8109804002,1D0,0000,1CF,0000,000,01CF,FFFF,008,100005
05,810C404002,1D0,0000,1CF,0000,000,01CF,FFFF,008,100006
06,810C204002,1D0,0000,1CF,0000,000,01CF,FFFF,008,100007
07,8078104002,1D0,0000,1CF,0000,000,01CF,FFFF,008,100078
78,81A4084002,1D0,0000,1CF,0000,000,01CF,FFFF,008,100079
79,8189044002,1D0,0000,1CF,0000,000,01CF,FFFF,008,10007A
7A,817D024002,1D0,0000,1CF,0000,000,01CF,FFFF,008,10007B
7B,80C4014002,1D0,0000,1CF,0000,000,01CF,FFFF,008,1000C4
C4,80DE801040,1D0,0000,1CF,0000,000,01CF,FFFF,008,1000DE
DE,4000000000,1D0,0000,1CF,0000,000,01CF,FFFF,008,1000DF
DF,8001101040,1D0,0000,1CF,0000,000,01CF,FFFF,008,100001
01,00A0009004,1D0,0000,1D0,0000,000,01D0,FFFF,008,100002
02,0104009420,1D1,0000,1D0,0000,000,01D0,FFFF,008,100003
03,0002009001,1D1,0000,1D0,0000,000,01D0,FFFF,008,100004
04,8109804002,1D1,0000,1D0,0000,000,01D0,FFFF,008,100005
05,810C404002,1D1,0000,1D0,0000,000,01D0,FFFF,008,100006
06,810C204002,1D1,0000,1D0,0000,000,01D0,FFFF,008,100007
07,8078104002,1D1,0000,1D0,0000,000,01D0,FFFF,008,100078
78,81A4084002,1D1,0000,1D0,0000,000,01D0,FFFF,008,100079
79,8189044002,1D1,0000,1D0,0000,000,01D0,FFFF,008,10007A
7A,817D024002,1D1,0000,1D0,0000,000,01D0,FFFF,008,10007B
7B,80C4014002,1D1,0000,1D0,0000,000,01D0,FFFF,008,1000C4
C4,80DE801040,1D1,0000,1D0,0000,000,01D0,FFFF,008,1000DE
DE,4000000000,1D1,0000,1D0,0000,000,01D0,FFFF,008,1000DF
DF,8001101040,1D1,0000,1D0,0000,000,01D0,FFFF,008,100001
01,00A0009004,1D1,0000,1D1,0000,000,01D1,FFFF,008,100002
02,0104009420,1D2,0000,1D1,0000,000,01D1,FFFF,008,100003
03,0002009001,1D2,0000,1D1,0000,000,01D1,FFFF,008,100004
04,8109804002,1D2,0000,1D1,0000,000,01D1,FFFF,008,100005
05,810C404002,1D2,0000,1D1,0000,000,01D1,FFFF,008,100006
06,810C204002,1D2,0000,1D1,0000,000,01D1,FFFF,008,100007
07,8078104002,1D2,0000,1D1,0000,000,01D1,FFFF,008,100078
78,81A4084002,1D2,0000,1D1,0000,000,01D1,FFFF,008,100079
79,8189044002,1D2,0000,1D1,0000,000,01D1,FFFF,008,10007A
7A,817D024002,1D2,0000,1D1,0000,000,01D1,FFFF,008,10007B
7B,80C4014002,1D2,0000,1D1,0000,000,01D1,FFFF,008,1000C4
C4,80DE801040,1D2,0000,1D1,0000,000,01D1,FFFF,008,1000DE
DE,4000000000,1D2,0000,1D1,0000,000,01D1,FFFF,008,1000DF
DF,8001101040,1D2,0000,1D1,0000,000,01D1,FFFF,008,100001
01,00A0009004,1D2,0000,1D2,0000,000,01D2,FFFF,008,100002
02,0104009420,1D3,0000,1D2,0000,000,01D2,FFFF,008,100003
03,0002009001,1D3,0000,1D2,0000,000,01D2,FFFF,008,100004
04,8109804002,1D3,0000,1D2,0000,000,01D2,FFFF,008,100005
05,810C404002,1D3,0000,1D2,0000,000,01D2,FFFF,008,100006
06,810C204002,1D3,0000,1D2,0000,000,01D2,FFFF,008,100007
07,8078104002,1D3,0000,1D2,0000,000,01D2,FFFF,008,100078
78,81A4084002,1D3,0000,1D2,0000,000,01D2,FFFF,008,100079
79,8189044002,1D3,0000,1D2,0000,000,01D2,FFFF,008,10007A
7A,817D024002,1D3,0000,1D2,0000,000,01D2,FFFF,008,10007B
7B,80C4014002,1D3,0000,1D2,0000,000,01D2,FFFF,008,1000C4
C4,80DE801040,1D3,0000,1D2,0000,000,01D2,FFFF,008,1000DE
DE,4000000000,1D3,0000,1D2,0000,000,01D2,FFFF,008,1000DF
DF,8001101040,1D3,0000,1D2,0000,000,01D2,FFFF,008,100001
01,00A0009004,1D3,0000,1D3,0000,000,01D3,FFFF,008,100002
02,0104009420,1D4,0000,1D3,0000,000,01D3,FFFF,008,100003
03,0002009001,1D4,0000,1D3,0000,000,01D3,FFFF,008,100004
04,8109804002,1D4,0000,1D3,0000,000,01D3,FFFF,008,100005
05,810C404002,1D4,0000,1D3,0000,000,01D3,FFFF,008,100006
06,810C204002,1D4,0000,1D3,0000,000,01D3,FFFF,008,100007
07,8078104002,1D4,0000,1D3,0000,000,01D3,FFFF,008,100078
78,81A4084002,1D4,0000,1D3,0000,000,01D3,FFFF,008,100079
79,8189044002,1D4,0000,1D3,0000,000,01D3,FFFF,008,10007A
7A,817D024002,1D4,0000,1D3,0000,000,01D3,FFFF,008,10007B
7B,80C4014002,1D4,0000,1D3,0000,000,01D3,FFFF,008,1000C4
C4,80DE801040,1D4,0000,1D3,0000,000,01D3,FFFF,008,1000DE
DE,4000000000,1D4,0000,1D3,0000,000,01D3,FFFF,008,1000DF
DF,8001101040,1D4,0000,1D3,0000,000,01D3,FFFF,008,100001
01,00A0009004,1D4,0000,1D4,0000,000,01D4,FFFF,008,100002
02,0104009420,1D5,0000,1D4,0000,000,01D4,FFFF,008,100003
03,0002009001,1D5,0000,1D4,0000,000,01D4,FFFF,008,100004
04,8109804002,1D5,0000,1D4,0000,000,01D4,FFFF,008,100005
05,810C404002,1D5,0000,1D4,0000,000,01D4,FFFF,008,100006
06,810C204002,1D5,0000,1D4,0000,000,01D4,FFFF,008,100007
07,8078104002,1D5,0000,1D4,0000,000,01D4,FFFF,008,100078
78,81A4084002,1D5,0000,1D4,0000,000,01D4,FFFF,008,100079
79,8189044002,1D5,0000,1D4,0000,000,01D4,FFFF,008,10007A
7A,817D024002,1D5,0000,1D4,0000,000,01D4,FFFF,008,10007B
7B,80C4014002,1D5,0000,1D4,0000,000,01D4,FFFF,008,1000C4
C4,80DE801040,1D5,0000,1D4,0000,000,01D4,FFFF,008,1000DE
DE,4000000000,1D5,0000,1D4,0000,000,01D4,FFFF,008,1000DF
DF,8001101040,1D5,0000,1D4,0000,000,01D4,FFFF,008,100001
01,00A0009004,1D5,0000,1D5,0000,000,01D5,FFFF,008,100002
02,0104009420,1D6,0000,1D5,0000,000,01D5,FFFF,008,100003
03,0002009001,1D6,0000,1D5,0000,000,01D5,FFFF,008,100004
04,8109804002,1D6,0000,1D5,0000,000,01D5,FFFF,008,100005
05,810C404002,1D6,0000,1D5,0000,000,01D5,FFFF,008,100006
06,810C204002,1D6,0000,1D5,0000,000,01D5,FFFF,008,100007
07,8078104002,1D6,0000,1D5,0000,000,01D5,FFFF,008,100078
78,81A4084002,1D6,0000,1D5,0000,000,01D5,FFFF,008,100079
79,8189044002,1D6,0000,1D5,0000,000,01D5,FFFF,008,10007A
7A,817D024002,1D6,0000,1D5,0000,000,01D5,FFFF,008,10007B
7B,80C4014002,1D6,0000,1D5,0000,000,01D5,FFFF,008,1000C4
C4,80DE801040,1D6,0000,1D5,0000,000,01D5,FFFF,008,1000DE
DE,4000000000,1D6,0000,1D5,0000,000,01D5,FFFF,008,1000DF
DF,8001101040,1D6,0000,1D5,0000,000,01D5,FFFF,008,100001
01,00A0009004,1D6,0000,1D6,0000,000,01D6,FFFF,008,100002
02,0104009420,1D7,0000,1D6,0000,000,01D6,FFFF,008,100003
03,0002009001,1D7,0000,1D6,0000,000,01D6,FFFF,008,100004
04,8109804002,1D7,0000,1D6,0000,000,01D6,FFFF,008,100005
05,810C404002,1D7,0000,1D6,0000,000,01D6,FFFF,008,100006
06,810C204002,1D7,0000,1D6,0000,000,01D6,FFFF,008,100007
07,8078104002,1D7,0000,1D6,0000,000,01D6,FFFF,008,100078
78,81A4084002,1D7,0000,1D6,0000,000,01D6,FFFF,008,100079
79,8189044002,1D7,0000,1D6,0000,000,01D6,FFFF,008,10007A
7A,817D024002,1D7,0000,1D6,0000,000,01D6,FFFF,008,10007B
7B,80C4014002,1D7,0000,1D6,0000,000,01D6,FFFF,008,1000C4
C4,80DE801040,1D7,0000,1D6,0000,000,01D6,FFFF,008,1000DE
DE,4000000000,1D7,0000,1D6,0000,000,01D6,FFFF,008,1000DF
DF,8001101040,1D7,0000,1D6,0000,000,01D6,FFFF,008,100001
01,00A0009004,1D7,0000,1D7,0000,000,01D7,FFFF,008,100002
02,0104009420,1D8,0000,1D7,0000,000,01D7,FFFF,008,100003
03,0002009001,1D8,0000,1D7,0000,000,01D7,FFFF,008,100004
04,8109804002,1D8,0000,1D7,0000,000,01D7,FFFF,008,100005
05,810C404002,1D8,0000,1D7,0000,000,01D7,FFFF,008,100006
06,810C204002,1D8,0000,1D7,0000,000,01D7,FFFF,008,100007
07,8078104002,1D8,0000,1D7,0000,000,01D7,FFFF,008,100078
78,81A4084002,1D8,0000,1D7,0000,000,01D7,FFFF,008,100079
79,8189044002,1D8,0000,1D7,0000,000,01D7,FFFF,008,10007A
7A,817D024002,1D8,0000,1D7,0000,000,01D7,FFFF,008,10007B
7B,80C4014002,1D8,0000,1D7,0000,000,01D7,FFFF,008,1000C4
C4,80DE801040,1D8,0000,1D7,0000,000,01D7,FFFF,008,1000DE
DE,4000000000,1D8,0000,1D7,0000,000,01D7,FFFF,008,1000DF
DF,8001101040,1D8,0000,1D7,0000,000,01D7,FFFF,008,100001
01,00A0009004,1D8,0000,1D8,0000,000,01D8,FFFF,008,100002
02,0104009420,1D9,0000,1D8,0000,000,01D8,FFFF,008,100003
03,0002009001,1D9,0000,1D8,0000,000,01D8,FFFF,008,100004
04,8109804002,1D9,0000,1D8,0000,000,01D8,FFFF,008,100005
05,810C404002,1D9,0000,1D8,0000,000,01D8,FFFF,008,100006
06,810C204002,1D9,0000,1D8,0000,000,01D8,FFFF,008,100007
07,8078104002,1D9,0000,1D8,0000,000,01D8,FFFF,008,100078
78,81A4084002,1D9,0000,1D8,0000,000,01D8,FFFF,008,100079
79,8189044002,1D9,0000,1D8,0000,000,01D8,FFFF,008,10007A
7A,817D024002,1D9,0000,1D8,0000,000,01D8,FFFF,008,10007B
7B,80C4014002,1D9,0000,1D8,0000,000,01D8,FFFF,008,1000C4
C4,80DE801040,1D9,0000,1D8,0000,000,01D8,FFFF,008,1000DE
DE,4000000000,1D9,0000,1D8,0000,000,01D8,FFFF,008,1000DF
DF,8001101040,1D9,0000,1D8,0000,000,01D8,FFFF,008,100001
01,00A0009004,1D9,0000,1D9,0000,000,01D9,FFFF,008,100002
02,0104009420,1DA,0000,1D9,0000,000,01D9,FFFF,008,100003
03,0002009001,1DA,0000,1D9,0000,000,01D9,FFFF,008,100004
04,8109804002,1DA,0000,1D9,0000,000,01D9,FFFF,008,100005
05,810C404002,1DA,0000,1D9,0000,000,01D9,FFFF,008,100006
06,810C204002,1DA,0000,1D9,0000,000,01D9,FFFF,008,100007
07,8078104002,1DA,0000,1D9,0000,000,01D9,FFFF,008,100078
78,81A4084002,1DA,0000,1D9,0000,000,01D9,FFFF,008,100079
79,8189044002,1DA,0000,1D9,0000,000,01D9,FFFF,008,10007A
7A,817D024002,1DA,0000,1D9,0000,000,01D9,FFFF,008,10007B
7B,80C4014002,1DA,0000,1D9,0000,000,01D9,FFFF,008,1000C4
C4,80DE801040,1DA,0000,1D9,0000,000,01D9,FFFF,008,1000DE
DE,4000000000,1DA,0000,1D9,0000,000,01D9,FFFF,008,1000DF
DF,8001101040,1DA,0000,1D9,0000,000,01D9,FFFF,008,100001
01,00A0009004,1DA,0000,1DA,0000,000,01DA,FFFF,008,100002
02,0104009420,1DB,0000,1DA,0000,000,01DA,FFFF,008,100003
03,0002009001,1DB,0000,1DA,0000,000,01DA,FFFF,008,100004
04,8109804002,1DB,0000,1DA,0000,000,01DA,FFFF,008,100005
05,810C404002,1DB,0000,1DA,0000,000,01DA,FFFF,008,100006
06,810C204002,1DB,0000,1DA,0000,000,01DA,FFFF,008,100007
07,8078104002,1DB,0000,1DA,0000,000,01DA,FFFF,008,100078
78,81A4084002,1DB,0000,1DA,0000,000,01DA,FFFF,008,100079
79,8189044002,1DB,0000,1DA,0000,000,01DA,FFFF,008,10007A
7A,817D024002,1DB,0000,1DA,0000,000,01DA,FFFF,008,10007B
7B,80C4014002,1DB,0000,1DA,0000,000,01DA,FFFF,008,1000C4
C4,80DE801040,1DB,0000,1DA,0000,000,01DA,FFFF,008,1000DE
DE,4000000000,1DB,0000,1DA,0000,000,01DA,FFFF,008,1000DF
DF,8001101040,1DB,0000,1DA,0000,000,01DA,FFFF,008,100001
01,00A0009004,1DB,0000,1DB,0000,000,01DB,FFFF,008,100002
02,0104009420,1DC,0000,1DB,0000,000,01DB,FFFF,008,100003
03,0002009001,1DC,0000,1DB,0000,000,01DB,FFFF,008,100004
04,8109804002,1DC,0000,1DB,0000,000,01DB,FFFF,008,100005
05,810C404002,1DC,0000,1DB,0000,000,01DB,FFFF,008,100006
06,810C204002,1DC,0000,1DB,0000,000,01DB,FFFF,008,100007
07,8078104002,1DC,0000,1DB,0000,000,01DB,FFFF,008,100078
78,81A4084002,1DC,0000,1DB,0000,000,01DB,FFFF,008,100079
79,8189044002,1DC,0000,1DB,0000,000,01DB,FFFF,008,10007A
7A,817D024002,1DC,0000,1DB,0000,000,01DB,FFFF,008,10007B
7B,80C4014002,1DC,0000,1DB,0000,000,01DB,FFFF,008,1000C4
C4,80DE801040,1DC,0000,1DB,0000,000,01DB,FFFF,008,1000DE
DE,4000000000,1DC,0000,1DB,0000,000,01DB,FFFF,008,1000DF
DF,8001101040,1DC,0000,1DB,0000,000,01DB,FFFF,008,100001
01,00A0009004,1DC,0000,1DC,0000,000,01DC,FFFF,008,100002
02,0104009420,1DD,0000,1DC,0000,000,01DC,FFFF,008,100003
03,0002009001,1DD,0000,1DC,0000,000,01DC,FFFF,008,100004
04,8109804002,1DD,0000,1DC,0000,000,01DC,FFFF,008,100005
05,810C404002,1DD,0000,1DC,0000,000,01DC,FFFF,008,100006
06,810C204002,1DD,0000,1DC,0000,000,01DC,FFFF,008,100007
07,8078104002,1DD,0000,1DC,0000,000,01DC,FFFF,008,100078
78,81A4084002,1DD,0000,1DC,0000,000,01DC,FFFF,008,100079
79,8189044002,1DD,0000,1DC,0000,000,01DC,FFFF,008,10007A
7A,817D024002,1DD,0000,1DC,0000,000,01DC,FFFF,008,10007B
7B,80C4014002,1DD,0000,1DC,0000,000,01DC,FFFF,008,1000C4
C4,80DE801040,1DD,0000,1DC,0000,000,01DC,FFFF,008,1000DE
DE,4000000000,1DD,0000,1DC,0000,000,01DC,FFFF,008,1000DF
DF,8001101040,1DD,0000,1DC,0000,000,01DC,FFFF,008,100001
01,00A0009004,1DD,0000,1DD,0000,000,01DD,FFFF,008,100002
02,0104009420,1DE,0000,1DD,0000,000,01DD,FFFF,008,100003
03,0002009001,1DE,0000,1DD,0000,000,01DD,FFFF,008,100004
04,8109804002,1DE,0000,1DD,0000,000,01DD,FFFF,008,100005
05,810C404002,1DE,0000,1DD,0000,000,01DD,FFFF,008,100006
06,810C204002,1DE,0000,1DD,0000,000,01DD,FFFF,008,100007
07,8078104002,1DE,0000,1DD,0000,000,01DD,FFFF,008,100078
78,81A4084002,1DE,0000,1DD,0000,000,01DD,FFFF,008,100079
79,8189044002,1DE,0000,1DD,0000,000,01DD,FFFF,008,10007A
7A,817D024002,1DE,0000,1DD,0000,000,01DD,FFFF,008,10007B
7B,80C4014002,1DE,0000,1DD,0000,000,01DD,FFFF,008,1000C4
