Адр,МК,IP,CR,AR,DR,SP,BR,AC,PS,NZVCСчМК
DE,4000000000,24A,0000,249,0000,000,0249,FFFF,008,1000DF
DF,8001101040,24A,0000,249,0000,000,0249,FFFF,008,100001
01,00A0009004,24A,0000,24A,0000,000,024A,FFFF,008,100002
02,0104009420,24B,0000,24A,0000,000,024A,FFFF,008,100003
03,0002009001,24B,0000,24A,0000,000,024A,FFFF,008,100004
04,8109804002,24B,0000,24A,0000,000,024A,FFFF,008,100005
05,810C404002,24B,0000,24A,0000,000,024A,FFFF,008,100006
06,810C204002,24B,0000,24A,0000,000,024A,FFFF,008,100007
07,8078104002,24B,0000,24A,0000,000,024A,FFFF,008,100078
78,81A4084002,24B,0000,24A,0000,000,024A,FFFF,008,100079
79,8189044002,24B,0000,24A,0000,000,024A,FFFF,008,10007A
7A,817D024002,24B,0000,24A,0000,000,024A,FFFF,008,10007B
7B,80C4014002,24B,0000,24A,0000,000,024A,FFFF,008,1000C4
C4,80DE801040,24B,0000,24A,0000,000,024A,FFFF,008,1000DE
DE,4000000000,24B,0000,24A,0000,000,024A,FFFF,008,1000DF
DF,8001101040,24B,0000,24A,0000,000,024A,FFFF,008,100001
01,00A0009004,24B,0000,24B,0000,000,024B,FFFF,008,100002
02,0104009420,24C,0000,24B,0000,000,024B,FFFF,008,100003
03,0002009001,24C,0000,24B,0000,000,024B,FFFF,008,100004
04,8109804002,24C,0000,24B,0000,000,024B,FFFF,008,100005
05,810C404002,24C,0000,24B,0000,000,024B,FFFF,008,100006
06,810C204002,24C,0000,24B,0000,000,024B,FFFF,008,100007
07,8078104002,24C,0000,24B,0000,000,024B,FFFF,008,100078
78,81A4084002,24C,0000,24B,0000,000,024B,FFFF,008,100079
79,8189044002,24C,0000,24B,0000,000,024B,FFFF,008,10007A
7A,817D024002,24C,0000,24B,0000,000,024B,FFFF,008,10007B
7B,80C4014002,24C,0000,24B,0000,000,024B,FFFF,008,1000C4
C4,80DE801040,24C,0000,24B,0000,000,024B,FFFF,008,1000DE
DE,4000000000,24C,0000,24B,0000,000,024B,FFFF,008,1000DF
DF,8001101040,24C,0000,24B,0000,000,024B,FFFF,008,100001
01,00A0009004,24C,0000,24C,0000,000,024C,FFFF,008,100002
02,0104009420,24D,0000,24C,0000,000,024C,FFFF,008,100003
03,0002009001,24D,0000,24C,0000,000,024C,FFFF,008,100004
04,8109804002,24D,0000,24C,0000,000,024C,FFFF,008,100005
05,810C404002,24D,0000,24C,0000,000,024C,FFFF,008,100006
06,810C204002,24D,0000,24C,0000,000,024C,FFFF,008,100007
07,8078104002,24D,0000,24C,0000,000,024C,FFFF,008,100078
78,81A4084002,24D,0000,24C,0000,000,024C,FFFF,008,100079
79,8189044002,24D,0000,24C,0000,000,024C,FFFF,008,10007A
7A,817D024002,24D,0000,24C,0000,000,024C,FFFF,008,10007B
7B,80C4014002,24D,0000,24C,0000,000,024C,FFFF,008,1000C4
C4,80DE801040,24D,0000,24C,0000,000,024C,FFFF,008,1000DE
DE,4000000000,24D,0000,24C,0000,000,024C,FFFF,008,1000DF
DF,8001101040,24D,0000,24C,0000,000,024C,FFFF,008,100001
01,00A0009004,24D,0000,24D,0000,000,024D,FFFF,008,100002
02,0104009420,24E,0000,24D,0000,000,024D,FFFF,008,100003
03,0002009001,24E,0000,24D,0000,000,024D,FFFF,008,100004
04,8109804002,24E,0000,24D,0000,000,024D,FFFF,008,100005
05,810C404002,24E,0000,24D,0000,000,024D,FFFF,008,100006
06,810C204002,24E,0000,24D,0000,000,024D,FFFF,008,100007
07,8078104002,24E,0000,24D,0000,000,024D,FFFF,008,100078
78,81A4084002,24E,0000,24D,0000,000,024D,FFFF,008,100079
79,8189044002,24E,0000,24D,0000,000,024D,FFFF,008,10007A
7A,817D024002,24E,0000,24D,0000,000,024D,FFFF,008,10007B
7B,80C4014002,24E,0000,24D,0000,000,024D,FFFF,008,1000C4
C4,80DE801040,24E,0000,24D,0000,000,024D,FFFF,008,1000DE
DE,4000000000,24E,0000,24D,0000,000,024D,FFFF,008,1000DF
DF,8001101040,24E,0000,24D,0000,000,024D,FFFF,008,100001
01,00A0009004,24E,0000,24E,0000,000,024E,FFFF,008,100002
02,0104009420,24F,0000,24E,0000,000,024E,FFFF,008,100003
03,0002009001,24F,0000,24E,0000,000,024E,FFFF,008,100004
04,8109804002,24F,0000,24E,0000,000,024E,FFFF,008,100005
05,810C404002,24F,0000,24E,0000,000,024E,FFFF,008,100006
06,810C204002,24F,0000,24E,0000,000,024E,FFFF,008,100007
07,8078104002,24F,0000,24E,0000,000,024E,FFFF,008,100078
78,81A4084002,24F,0000,24E,0000,000,024E,FFFF,008,100079
79,8189044002,24F,0000,24E,0000,000,024E,FFFF,008,10007A
7A,817D024002,24F,0000,24E,0000,000,024E,FFFF,008,10007B
7B,80C4014002,24F,0000,24E,0000,000,024E,FFFF,008,1000C4
C4,80DE801040,24F,0000,24E,0000,000,024E,FFFF,008,1000DE
DE,4000000000,24F,0000,24E,0000,000,024E,FFFF,008,1000DF
DF,8001101040,24F,0000,24E,0000,000,024E,FFFF,008,100001
01,00A0009004,24F,0000,24F,0000,000,024F,FFFF,008,100002
02,0104009420,250,0000,24F,0000,000,024F,FFFF,008,100003
03,0002009001,250,0000,24F,0000,000,024F,FFFF,008,100004
04,8109804002,250,0000,24F,0000,000,024F,FFFF,008,100005
05,810C404002,250,0000,24F,0000,000,024F,FFFF,008,100006
06,810C204002,250,0000,24F,0000,000,024F,FFFF,008,100007
07,8078104002,250,0000,24F,0000,000,024F,FFFF,008,100078
78,81A4084002,250,0000,24F,0000,000,024F,FFFF,008,100079
79,8189044002,250,0000,24F,0000,000,024F,FFFF,008,10007A
7A,817D024002,250,0000,24F,0000,000,024F,FFFF,008,10007B
7B,80C4014002,250,0000,24F,0000,000,024F,FFFF,008,1000C4
C4,80DE801040,250,0000,24F,0000,000,024F,FFFF,008,1000DE
DE,4000000000,250,0000,24F,0000,000,024F,FFFF,008,1000DF
DF,8001101040,250,0000,24F,0000,000,024F,FFFF,008,100001
01,00A0009004,250,0000,250,0000,000,0250,FFFF,008,100002
02,0104009420,251,0000,250,0000,000,0250,FFFF,008,100003
03,0002009001,251,0000,250,0000,000,0250,FFFF,008,100004
04,8109804002,251,0000,250,0000,000,0250,FFFF,008,100005
05,810C404002,251,0000,250,0000,000,0250,FFFF,008,100006
06,810C204002,251,0000,250,0000,000,0250,FFFF,008,100007
07,8078104002,251,0000,250,0000,000,0250,FFFF,008,100078
78,81A4084002,251,0000,250,0000,000,0250,FFFF,008,100079
79,8189044002,251,0000,250,0000,000,0250,FFFF,008,10007A
7A,817D024002,251,0000,250,0000,000,0250,FFFF,008,10007B
7B,80C4014002,251,0000,250,0000,000,0250,FFFF,008,1000C4
C4,80DE801040,251,0000,250,0000,000,0250,FFFF,008,1000DE
DE,4000000000,251,0000,250,0000,000,0250,FFFF,008,1000DF
DF,8001101040,251,0000,250,0000,000,0250,FFFF,008,100001
01,00A0009004,251,0000,251,0000,000,0251,FFFF,008,100002
02,0104009420,252,0000,251,0000,000,0251,FFFF,008,100003
03,0002009001,252,0000,251,0000,000,0251,FFFF,008,100004
04,8109804002,252,0000,251,0000,000,0251,FFFF,008,100005
05,810C404002,252,0000,251,0000,000,0251,FFFF,008,100006
06,810C204002,252,0000,251,0000,000,0251,FFFF,008,100007
07,8078104002,252,0000,251,0000,000,0251,FFFF,008,100078
78,81A4084002,252,0000,251,0000,000,0251,FFFF,008,100079
79,8189044002,252,0000,251,0000,000,0251,FFFF,008,10007A
7A,817D024002,252,0000,251,0000,000,0251,FFFF,008,10007B
7B,80C4014002,252,0000,251,0000,000,0251,FFFF,008,1000C4
C4,80DE801040,252,0000,251,0000,000,0251,FFFF,008,1000DE
DE,4000000000,252,0000,251,0000,000,0251,FFFF,008,1000DF
DF,8001101040,252,0000,251,0000,000,0251,FFFF,008,100001
01,00A0009004,252,0000,252,0000,000,0252,FFFF,008,100002
02,0104009420,253,0000,252,0000,000,0252,FFFF,008,100003
03,0002009001,253,0000,252,0000,000,0252,FFFF,008,100004
04,8109804002,253,0000,252,0000,000,0252,FFFF,008,100005
05,810C404002,253,0000,252,0000,000,0252,FFFF,008,100006
06,810C204002,253,0000,252,0000,000,0252,FFFF,008,100007
07,8078104002,253,0000,252,0000,000,0252,FFFF,008,100078
78,81A4084002,253,0000,252,0000,000,0252,FFFF,008,100079
79,8189044002,253,0000,252,0000,000,0252,FFFF,008,10007A
7A,817D024002,253,0000,252,0000,000,0252,FFFF,008,10007B
7B,80C4014002,253,0000,252,0000,000,0252,FFFF,008,1000C4
C4,80DE801040,253,0000,252,0000,000,0252,FFFF,008,1000DE
DE,4000000000,253,0000,252,0000,000,0252,FFFF,008,1000DF
DF,8001101040,253,0000,252,0000,000,0252,FFFF,008,100001
01,00A0009004,253,0000,253,0000,000,0253,FFFF,008,100002
02,0104009420,254,0000,253,0000,000,0253,FFFF,008,100003
03,0002009001,254,0000,253,0000,000,0253,FFFF,008,100004
04,8109804002,254,0000,253,0000,000,0253,FFFF,008,100005
05,810C404002,254,0000,253,0000,000,0253,FFFF,008,100006
06,810C204002,254,0000,253,0000,000,0253,FFFF,008,100007
07,8078104002,254,0000,253,0000,000,0253,FFFF,008,100078
78,81A4084002,254,0000,253,0000,000,0253,FFFF,008,100079
79,8189044002,254,0000,253,0000,000,0253,FFFF,008,10007A
7A,817D024002,254,0000,253,0000,000,0253,FFFF,008,10007B
7B,80C4014002,254,0000,253,0000,000,0253,FFFF,008,1000C4
C4,80DE801040,254,0000,253,0000,000,0253,FFFF,008,1000DE
DE,4000000000,254,0000,253,0000,000,0253,FFFF,008,1000DF
DF,8001101040,254,0000,253,0000,000,0253,FFFF,008,100001
01,00A0009004,254,0000,254,0000,000,0254,FFFF,008,100002
02,0104009420,255,0000,254,0000,000,0254,FFFF,008,100003
03,0002009001,255,0000,254,0000,000,0254,FFFF,008,100004
04,8109804002,255,0000,254,0000,000,0254,FFFF,008,100005
05,810C404002,255,0000,254,0000,000,0254,FFFF,008,100006
06,810C204002,255,0000,254,0000,000,0254,FFFF,008,100007
07,8078104002,255,0000,254,0000,000,0254,FFFF,008,100078
78,81A4084002,255,0000,254,0000,000,0254,FFFF,008,100079
79,8189044002,255,0000,254,0000,000,0254,FFFF,008,10007A
7A,817D024002,255,0000,254,0000,000,0254,FFFF,008,10007B
7B,80C4014002,255,0000,254,0000,000,0254,FFFF,008,1000C4
C4,80DE801040,255,0000,254,0000,000,0254,FFFF,008,1000DE
DE,4000000000,255,0000,254,0000,000,0254,FFFF,008,1000DF
DF,8001101040,255,0000,254,0000,000,0254,FFFF,008,100001
01,00A0009004,255,0000,255,0000,000,0255,FFFF,008,100002
02,0104009420,256,0000,255,0000,000,0255,FFFF,008,100003
03,0002009001,256,0000,255,0000,000,0255,FFFF,008,100004
04,8109804002,256,0000,255,0000,000,0255,FFFF,008,100005
05,810C404002,256,0000,255,0000,000,0255,FFFF,008,100006
06,810C204002,256,0000,255,0000,000,0255,FFFF,008,100007
07,8078104002,256,0000,255,0000,000,0255,FFFF,008,100078
78,81A4084002,256,0000,255,0000,000,0255,FFFF,008,100079
79,8189044002,256,0000,255,0000,000,0255,FFFF,008,10007A
7A,817D024002,256,0000,255,0000,000,0255,FFFF,008,10007B
7B,80C4014002,256,0000,255,0000,000,0255,FFFF,008,1000C4
C4,80DE801040,256,0000,255,0000,000,0255,FFFF,008,1000DE
DE,4000000000,256,0000,255,0000,000,0255,FFFF,008,1000DF
DF,8001101040,256,0000,255,0000,000,0255,FFFF,008,100001
01,00A0009004,256,0000,256,0000,000,0256,FFFF,008,100002
02,0104009420,257,0000,256,0000,000,0256,FFFF,008,100003
03,0002009001,257,0000,256,0000,000,0256,FFFF,008,100004
04,8109804002,257,0000,256,0000,000,0256,FFFF,008,100005
05,810C404002,257,0000,256,0000,000,0256,FFFF,008,100006
06,810C204002,257,0000,256,0000,000,0256,FFFF,008,100007
07,8078104002,257,0000,256,0000,000,0256,FFFF,008,100078
78,81A4084002,257,0000,256,0000,000,0256,FFFF,008,100079
79,8189044002,257,0000,256,0000,000,0256,FFFF,008,10007A
7A,817D024002,257,0000,256,0000,000,0256,FFFF,008,10007B
7B,80C4014002,257,0000,256,0000,000,0256,FFFF,008,1000C4
C4,80DE801040,257,0000,256,0000,000,0256,FFFF,008,1000DE
DE,4000000000,257,0000,256,0000,000,0256,FFFF,008,1000DF
DF,8001101040,257,0000,256,0000,000,0256,FFFF,008,100001
01,00A0009004,257,0000,257,0000,000,0257,FFFF,008,100002
02,0104009420,258,0000,257,0000,000,0257,FFFF,008,100003
03,0002009001,258,0000,257,0000,000,0257,FFFF,008,100004
04,8109804002,258,0000,257,0000,000,0257,FFFF,008,100005
05,810C404002,258,0000,257,0000,000,0257,FFFF,008,100006
06,810C204002,258,0000,257,0000,000,0257,FFFF,008,100007
07,8078104002,258,0000,257,0000,000,0257,FFFF,008,100078
78,81A4084002,258,0000,257,0000,000,0257,FFFF,008,100079
79,8189044002,258,0000,257,0000,000,0257,FFFF,008,10007A
7A,817D024002,258,0000,257,0000,000,0257,FFFF,008,10007B
7B,80C4014002,258,0000,257,0000,000,0257,FFFF,008,1000C4
C4,80DE801040,258,0000,257,0000,000,0257,FFFF,008,1000DE
DE,4000000000,258,0000,257,0000,000,0257,FFFF,008,1000DF
DF,8001101040,258,0000,257,0000,000,0257,FFFF,008,100001
01,00A0009004,258,0000,258,0000,000,0258,FFFF,008,100002
02,0104009420,259,0000,258,0000,000,0258,FFFF,008,100003
03,0002009001,259,0000,258,0000,000,0258,FFFF,008,100004
04,8109804002,259,0000,258,0000,000,0258,FFFF,008,100005
05,810C404002,259,0000,258,0000,000,0258,FFFF,008,100006
06,810C204002,259,0000,258,0000,000,0258,FFFF,008,100007
07,8078104002,259,0000,258,0000,000,0258,FFFF,008,100078
78,81A4084002,259,0000,258,0000,000,0258,FFFF,008,100079
79,8189044002,259,0000,258,0000,000,0258,FFFF,008,10007A
7A,817D024002,259,0000,258,0000,000,0258,FFFF,008,10007B
7B,80C4014002,259,0000,258,0000,000,0258,FFFF,008,1000C4
C4,80DE801040,259,0000,258,0000,000,0258,FFFF,008,1000DE
DE,4000000000,259,0000,258,0000,000,0258,FFFF,008,1000DF
DF,8001101040,259,0000,258,0000,000,0258,FFFF,008,100001
01,00A0009004,259,0000,259,0000,000,0259,FFFF,008,100002
02,0104009420,25A,0000,259,0000,000,0259,FFFF,008,100003
03,0002009001,25A,0000,259,0000,000,0259,FFFF,008,100004
04,8109804002,25A,0000,259,0000,000,0259,FFFF,008,100005
05,810C404002,25A,0000,259,0000,000,0259,FFFF,008,100006
06,810C204002,25A,0000,259,0000,000,0259,FFFF,008,100007
07,8078104002,25A,0000,259,0000,000,0259,FFFF,008,100078
78,81A4084002,25A,0000,259,0000,000,0259,FFFF,008,100079
79,8189044002,25A,0000,259,0000,000,0259,FFFF,008,10007A
7A,817D024002,25A,0000,259,0000,000,0259,FFFF,008,10007B
7B,80C4014002,25A,0000,259,0000,000,0259,FFFF,008,1000C4
C4,80DE801040,25A,0000,259,0000,000,0259,FFFF,008,1000DE
DE,4000000000,25A,0000,259,0000,000,0259,FFFF,008,1000DF
DF,8001101040,25A,0000,259,0000,000,0259,FFFF,008,100001
01,00A0009004,25A,0000,25A,0000,000,025A,FFFF,008,100002
02,0104009420,25B,0000,25A,0000,000,025A,FFFF,008,100003
03,0002009001,25B,0000,25A,0000,000,025A,FFFF,008,100004
04,8109804002,25B,0000,25A,0000,000,025A,FFFF,008,100005
05,810C404002,25B,0000,25A,0000,000,025A,FFFF,008,100006
06,810C204002,25B,0000,25A,0000,000,025A,FFFF,008,100007
07,8078104002,25B,0000,25A,0000,000,025A,FFFF,008,100078
78,81A4084002,25B,0000,25A,0000,000,025A,FFFF,008,100079
79,8189044002,25B,0000,25A,0000,000,025A,FFFF,008,10007A
7A,817D024002,25B,0000,25A,0000,000,025A,FFFF,008,10007B
7B,80C4014002,25B,0000,25A,0000,000,025A,FFFF,008,1000C4
C4,80DE801040,25B,0000,25A,0000,000,025A,FFFF,008,1000DE
DE,4000000000,25B,0000,25A,0000,000,025A,FFFF,008,1000DF
DF,8001101040,25B,0000,25A,0000,000,025A,FFFF,008,100001
01,00A0009004,25B,0000,25B,0000,000,025B,FFFF,008,100002
02,0104009420,25C,0000,25B,0000,000,025B,FFFF,008,100003
03,0002009001,25C,0000,25B,0000,000,025B,FFFF,008,100004
04,8109804002,25C,0000,25B,0000,000,025B,FFFF,008,100005
05,810C404002,25C,0000,25B,0000,000,025B,FFFF,008,100006
06,810C204002,25C,0000,25B,0000,000,025B,FFFF,008,100007
07,8078104002,25C,0000,25B,0000,000,025B,FFFF,008,100078
78,81A4084002,25C,0000,25B,0000,000,025B,FFFF,008,100079
79,8189044002,25C,0000,25B,0000,000,025B,FFFF,008,10007A
7A,817D024002,25C,0000,25B,0000,000,025B,FFFF,008,10007B
7B,80C4014002,25C,0000,25B,0000,000,025B,FFFF,008,1000C4
C4,80DE801040,25C,0000,25B,0000,000,025B,FFFF,008,1000DE
DE,4000000000,25C,0000,25B,0000,000,025B,FFFF,008,1000DF
DF,8001101040,25C,0000,25B,0000,000,025B,FFFF,008,100001
01,00A0009004,25C,0000,25C,0000,000,025C,FFFF,008,100002
02,0104009420,25D,0000,25C,0000,000,025C,FFFF,008,100003
03,0002009001,25D,0000,25C,0000,000,025C,FFFF,008,100004
04,8109804002,25D,0000,25C,0000,000,025C,FFFF,008,100005
05,810C404002,25D,0000,25C,0000,000,025C,FFFF,008,100006
06,810C204002,25D,0000,25C,0000,000,025C,FFFF,008,100007
07,8078104002,25D,0000,25C,0000,000,025C,FFFF,008,100078
78,81A4084002,25D,0000,25C,0000,000,025C,FFFF,008,100079
79,8189044002,25D,0000,25C,0000,000,025C,FFFF,008,10007A
7A,817D024002,25D,0000,25C,0000,000,025C,FFFF,008,10007B
7B,80C4014002,25D,0000,25C,0000,000,025C,FFFF,008,1000C4
C4,80DE801040,25D,0000,25C,0000,000,025C,FFFF,008,1000DE
DE,4000000000,25D,0000,25C,0000,000,025C,FFFF,008,1000DF
DF,8001101040,25D,0000,25C,0000,000,025C,FFFF,008,100001
01,00A0009004,25D,0000,25D,0000,000,025D,FFFF,008,100002
02,0104009420,25E,0000,25D,0000,000,025D,FFFF,008,100003
03,0002009001,25E,0000,25D,0000,000,025D,FFFF,008,100004
04,8109804002,25E,0000,25D,0000,000,025D,FFFF,008,100005
05,810C404002,25E,0000,25D,0000,000,025D,FFFF,008,100006
06,810C204002,25E,0000,25D,0000,000,025D,FFFF,008,100007
07,8078104002,25E,0000,25D,0000,000,025D,FFFF,008,100078
78,81A4084002,25E,0000,25D,0000,000,025D,FFFF,008,100079
79,8189044002,25E,0000,25D,0000,000,025D,FFFF,008,10007A
7A,817D024002,25E,0000,25D,0000,000,025D,FFFF,008,10007B
7B,80C4014002,25E,0000,25D,0000,000,025D,FFFF,008,1000C4
C4,80DE801040,25E,0000,25D,0000,000,025D,FFFF,008,1000DE
DE,4000000000,25E,0000,25D,0000,000,025D,FFFF,008,1000DF
DF,8001101040,25E,0000,25D,0000,000,025D,FFFF,008,100001
01,00A0009004,25E,0000,25E,0000,000,025E,FFFF,008,100002
02,0104009420,25F,0000,25E,0000,000,025E,FFFF,008,100003
03,0002009001,25F,0000,25E,0000,000,025E,FFFF,008,100004
04,8109804002,25F,0000,25E,0000,000,025E,FFFF,008,100005
05,810C404002,25F,0000,25E,0000,000,025E,FFFF,008,100006
06,810C204002,25F,0000,25E,0000,000,025E,FFFF,008,100007
07,8078104002,25F,0000,25E,0000,000,025E,FFFF,008,100078
78,81A4084002,25F,0000,25E,0000,000,025E,FFFF,008,100079
79,8189044002,25F,0000,25E,0000,000,025E,FFFF,008,10007A
7A,817D024002,25F,0000,25E,0000,000,025E,FFFF,008,10007B
7B,80C4014002,25F,0000,25E,0000,000,025E,FFFF,008,1000C4
C4,80DE801040,25F,0000,25E,0000,000,025E,FFFF,008,1000DE
DE,4000000000,25F,0000,25E,0000,000,025E,FFFF,008,1000DF
DF,8001101040,25F,0000,25E,0000,000,025E,FFFF,008,100001
01,00A0009004,25F,0000,25F,0000,000,025F,FFFF,008,100002
02,0104009420,260,0000,25F,0000,000,025F,FFFF,088,100003
03,0002009001,260,0000,25F,0000,000,025F,FFFF,088,100004
04,8109804002,260,0000,25F,0000,000,025F,FFFF,088,100005
05,810C404002,260,0000,25F,0000,000,025F,FFFF,088,100006
06,810C204002,260,0000,25F,0000,000,025F,FFFF,088,100007
07,8078104002,260,0000,25F,0000,000,025F,FFFF,088,100078
78,81A4084002,260,0000,25F,0000,000,025F,FFFF,088,100079
79,8189044002,260,0000,25F,0000,000,025F,FFFF,088,10007A
7A,817D024002,260,0000,25F,0000,000,025F,FFFF,088,10007B
7B,80C4014002,260,0000,25F,0000,000,025F,FFFF,088,1000C4
C4,80DE801040,260,0000,25F,0000,000,025F,FFFF,088,1000C5
C5,8001401040,260,0000,25F,0000,000,025F,FFFF,088,100001
01,00A0009004,260,0000,260,0000,000,0260,FFFF,088,100002
02,0104009420,261,0000,260,0000,000,0260,FFFF,088,100003
03,0002009001,261,0000,260,0000,000,0260,FFFF,088,100004
04,8109804002,261,0000,260,0000,000,0260,FFFF,088,100005
05,810C404002,261,0000,260,0000,000,0260,FFFF,088,100006
06,810C204002,261,0000,260,0000,000,0260,FFFF,088,100007
07,8078104002,261,0000,260,0000,000,0260,FFFF,088,100078
78,81A4084002,261,0000,260,0000,000,0260,FFFF,088,100079
79,8189044002,261,0000,260,0000,000,0260,FFFF,088,10007A
7A,817D024002,261,0000,260,0000,000,0260,FFFF,088,10007B
7B,80C4014002,261,0000,260,0000,000,0260,FFFF,088,1000C4
C4,80DE801040,261,0000,260,0000,000,0260,FFFF,088,1000C5
C5,8001401040,261,0000,260,0000,000,0260,FFFF,088,100001
01,00A0009004,261,0000,261,0000,000,0261,FFFF,088,100002
02,0104009420,262,0000,261,0000,000,0261,FFFF,088,100003
03,0002009001,262,0000,261,0000,000,0261,FFFF,088,100004
04,8109804002,262,0000,261,0000,000,0261,FFFF,088,100005
05,810C404002,262,0000,261,0000,000,0261,FFFF,088,100006
06,810C204002,262,0000,261,0000,000,0261,FFFF,088,100007
07,8078104002,262,0000,261,0000,000,0261,FFFF,088,100078
78,81A4084002,262,0000,261,0000,000,0261,FFFF,088,100079
79,8189044002,262,0000,261,0000,000,0261,FFFF,088,10007A
7A,817D024002,262,0000,261,0000,000,0261,FFFF,088,10007B
7B,80C4014002,262,0000,261,0000,000,0261,FFFF,088,1000C4
C4,80DE801040,262,0000,261,0000,000,0261,FFFF,088,1000C5
C5,8001401040,262,0000,261,0000,000,0261,FFFF,088,100001
01,00A0009004,262,0000,262,0000,000,0262,FFFF,088,100002
02,0104009420,263,0000,262,0000,000,0262,FFFF,088,100003
03,0002009001,263,0000,262,0000,000,0262,FFFF,088,100004
04,8109804002,263,0000,262,0000,000,0262,FFFF,088,100005
05,810C404002,263,0000,262,0000,000,0262,FFFF,088,100006
06,810C204002,263,0000,262,0000,000,0262,FFFF,088,100007
07,8078104002,263,0000,262,0000,000,0262,FFFF,088,100078
78,81A4084002,263,0000,262,0000,000,0262,FFFF,088,100079
79,8189044002,263,0000,262,0000,000,0262,FFFF,088,10007A
7A,817D024002,263,0000,262,0000,000,0262,FFFF,088,10007B
7B,80C4014002,263,0000,262,0000,000,0262,FFFF,088,1000C4
C4,80DE801040,263,0000,262,0000,000,0262,FFFF,088,1000C5
C5,8001401040,263,0000,262,0000,000,0262,FFFF,088,100001
01,00A0009004,263,0000,263,0000,000,0263,FFFF,088,100002
02,0104009420,264,0000,263,0000,000,0263,FFFF,088,100003
03,0002009001,264,0000,263,0000,000,0263,FFFF,088,100004
04,8109804002,264,0000,263,0000,000,0263,FFFF,088,100005
05,810C404002,264,0000,263,0000,000,0263,FFFF,088,100006
06,810C204002,264,0000,263,0000,000,0263,FFFF,088,100007
07,8078104002,264,0000,263,0000,000,0263,FFFF,088,100078
78,81A4084002,264,0000,263,0000,000,0263,FFFF,088,100079
79,8189044002,264,0000,263,0000,000,0263,FFFF,088,10007A
7A,817D024002,264,0000,263,0000,000,0263,FFFF,088,10007B
7B,80C4014002,264,0000,263,0000,000,0263,FFFF,088,1000C4
C4,80DE801040,264,0000,263,0000,000,0263,FFFF,088,1000C5
C5,8001401040,264,0000,263,0000,000,0263,FFFF,088,100001
01,00A0009004,264,0000,264,0000,000,0264,FFFF,088,100002
02,0104009420,265,0000,264,0000,000,0264,FFFF,088,100003
03,0002009001,265,0000,264,0000,000,0264,FFFF,088,100004
04,8109804002,265,0000,264,0000,000,0264,FFFF,088,100005
05,810C404002,265,0000,264,0000,000,0264,FFFF,088,100006
06,810C204002,265,0000,264,0000,000,0264,FFFF,088,100007
07,8078104002,265,0000,264,0000,000,0264,FFFF,088,100078
78,81A4084002,265,0000,264,0000,000,0264,FFFF,088,100079
79,8189044002,265,0000,264,0000,000,0264,FFFF,088,10007A
7A,817D024002,265,0000,264,0000,000,0264,FFFF,088,10007B
7B,80C4014002,265,0000,264,0000,000,0264,FFFF,088,1000C4
C4,80DE801040,265,0000,264,0000,000,0264,FFFF,088,1000C5
C5,8001401040,265,0000,264,0000,000,0264,FFFF,088,100001
01,00A0009004,265,0000,265,0000,000,0265,FFFF,088,100002
02,0104009420,266,0000,265,0000,000,0265,FFFF,088,100003
03,0002009001,266,0000,265,0000,000,0265,FFFF,088,100004
04,8109804002,266,0000,265,0000,000,0265,FFFF,088,100005
05,810C404002,266,0000,265,0000,000,0265,FFFF,088,100006
06,810C204002,266,0000,265,0000,000,0265,FFFF,088,100007
07,8078104002,266,0000,265,0000,000,0265,FFFF,088,100078
78,81A4084002,266,0000,265,0000,000,0265,FFFF,088,100079
79,8189044002,266,0000,265,0000,000,0265,FFFF,088,10007A
7A,817D024002,266,0000,265,0000,000,0265,FFFF,088,10007B
7B,80C4014002,266,0000,265,0000,000,0265,FFFF,088,1000C4
C4,80DE801040,266,0000,265,0000,000,0265,FFFF,088,1000C5
C5,8001401040,266,0000,265,0000,000,0265,FFFF,088,100001
01,00A0009004,266,0000,266,0000,000,0266,FFFF,088,100002
02,0104009420,267,0000,266,0000,000,0266,FFFF,088,100003
03,0002009001,267,0000,266,0000,000,0266,FFFF,088,100004
04,8109804002,267,0000,266,0000,000,0266,FFFF,088,100005
05,810C404002,267,0000,266,0000,000,0266,FFFF,088,100006
06,810C204002,267,0000,266,0000,000,0266,FFFF,088,100007
07,8078104002,267,0000,266,0000,000,0266,FFFF,088,100078
78,81A4084002,267,0000,266,0000,000,0266,FFFF,088,100079
79,8189044002,267,0000,266,0000,000,0266,FFFF,088,10007A
7A,817D024002,267,0000,266,0000,000,0266,FFFF,088,10007B
7B,80C4014002,267,0000,266,0000,000,0266,FFFF,088,1000C4
C4,80DE801040,267,0000,266,0000,000,0266,FFFF,088,1000C5
C5,8001401040,267,0000,266,0000,000,0266,FFFF,088,100001
01,00A0009004,267,0000,267,0000,000,0267,FFFF,088,100002
02,0104009420,268,0000,267,0000,000,0267,FFFF,088,100003
03,0002009001,268,0000,267,0000,000,0267,FFFF,088,100004
04,8109804002,268,0000,267,0000,000,0267,FFFF,088,100005
05,810C404002,268,0000,267,0000,000,0267,FFFF,088,100006
06,810C204002,268,0000,267,0000,000,0267,FFFF,088,100007
07,8078104002,268,0000,267,0000,000,0267,FFFF,088,100078
78,81A4084002,268,0000,267,0000,000,0267,FFFF,088,100079
79,8189044002,268,0000,267,0000,000,0267,FFFF,088,10007A
7A,817D024002,268,0000,267,0000,000,0267,FFFF,088,10007B
7B,80C4014002,268,0000,267,0000,000,0267,FFFF,088,1000C4
